nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Chinese Acad Inspect & Quarantine,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chinese Acad Inspect & Quarantine,Chinese Acad Inspect & Quarantine,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INTA Carretera Ajalvir,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INTA Carretera Ajalvir,INTA Carretera Ajalvir,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INTA Campus Maranosa,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INTA Campus Maranosa,INTA Campus Maranosa,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Hungarian Acad Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Hungarian Acad Science,Hungarian Acad Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Beijing Acad Quantum Informat Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Beijing Acad Quantum Informat Science,Beijing Acad Quantum Informat Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
AN Bukeikhan Kazakh Sci Res Inst Forestry & Agrofo,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,AN Bukeikhan Kazakh Science Research Institute Forestry & Agrofo,AN Bukeikhan Kazakh Sci Res Inst Forestry & Agrofo,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cent Tobacco Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cent Tobacco Research Institute,Cent Tobacco Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl de Pesquisas da Amazonia,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl de Pesquisas da Amazonia,Inst Nacl de Pesquisas da Amazonia,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kenya Marine & Fisheries Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kenya Marine & Fisheries Research Institute,Kenya Marine & Fisheries Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cent Ethiopia Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cent Ethiopia Agricultural Research Institute,Cent Ethiopia Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Nucl Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Nucl Research,Natl Inst Nucl Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Yellow Sea Fisheries Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Yellow Sea Fisheries Research Institute,Yellow Sea Fisheries Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Hubei Digital Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Hubei Digital Agricultural Research Institute,Hubei Digital Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Agr & Vet IP,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Agricultural & Vet IP,Inst Nacl Invest Agr & Vet IP,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Canadian Natl Inst Blind,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Canadian National Institute Blind,Canadian Natl Inst Blind,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Korea Res Inst Human Settlements,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Korea Research Institute Human Settlements,Korea Res Inst Human Settlements,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Norwegian Crop Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Norwegian Crop Research Institute,Norwegian Crop Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Soils,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Soils,Embrapa Soils,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Tecnol Agr INTA Balcarce,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Tecnol Agricultural INTA Balcarce,Inst Nacl Tecnol Agr INTA Balcarce,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Korea Aerosp Res Inst KARI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Korea Aerosp Research Institute KARI,Korea Aerosp Res Inst KARI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Swiss Fed Res Inst Forest Snow & Landscape WSL,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Swiss Federal Research Institute Forest Snow & Landscape WSL,Swiss Fed Res Inst Forest Snow & Landscape WSL,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Modern Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Modern Acad,Modern Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Tibet Acad Agr & Anim Husb Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Tibet Acad Agricultural & Anim Husb Science,Tibet Acad Agr & Anim Husb Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Shandong Res Inst Ind Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Shandong Research Institute Ind Technology,Shandong Res Inst Ind Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Maize & Sorghum,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Maize & Sorghum,Embrapa Maize & Sorghum,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Flanders Res Inst Agr Fisheries & Food ILVO,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Flanders Research Institute Agricultural Fisheries & Food ILVO,Flanders Res Inst Agr Fisheries & Food ILVO,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Elect & Informat Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Elect & Informat Technology,Natl Inst Elect & Informat Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
GB Pant Natl Inst Himalayan Environm,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,GB Pant National Institute Himalayan Environment,GB Pant Natl Inst Himalayan Environm,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Patanjali Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Patanjali Research Institute,Patanjali Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Jheronimus Acad Data Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Jheronimus Acad Data Science,Jheronimus Acad Data Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Agron,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Agron,Inst Nacl Invest Agron,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Suinos & Aves,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Suinos & Aves,Embrapa Suinos & Aves,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
BANGLADESH AGR RES INST,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,BANGLADESH Agricultural Research Institute,BANGLADESH AGR RES INST,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INRAE Clermont Ferrand,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INRAE Clermont Ferrand,INRAE Clermont Ferrand,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Rondonia,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Rondonia,Embrapa Rondonia,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
