nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,observacao,confianca
Natl Ctr Hlth Housing,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,National Center Health Housing,Não cadastrar como instituição de ensino principal.,Alta
Assoc Ric Cardiol,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Assoc Ric Cardiol,Não cadastrar como instituição de ensino principal.,Alta
Khulna Govt Mahila Coll,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Khulna Govt Mahila College,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Lingyange Semicond Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Lingyange Semicond Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Jinong Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Jinong Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
CESifo GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,CESifo GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
E1 Datascience LTD,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,E1 Datascience LTD,Padrão de empresa privada ou centro de P&D corporativo.,Alta
VA Med Ctr Natl TeleOncol,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,VA Med Center National TeleOncol,Não cadastrar como instituição de ensino principal.,Alta
Shuangjiang Maternal & Child Hlth Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Shuangjiang Maternal & Child Health Hospital,Não cadastrar como instituição de ensino principal.,Alta
CYANAMID CANADA INC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,CYANAMID CANADA INC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
In Yoshii Hosp Med Corp Genyu,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,In Yoshii Hospital Med Corp Genyu,Não cadastrar como instituição de ensino principal.,Alta
Kochi Prefectural Aki Gen Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Kochi Prefectural Aki Gen Hospital,Não cadastrar como instituição de ensino principal.,Alta
Kochi Prefectural Hata Kenmin Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Kochi Prefectural Hata Kenmin Hospital,Não cadastrar como instituição de ensino principal.,Alta
Otsuki Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Otsuki Hospital,Não cadastrar como instituição de ensino principal.,Alta
Hancom Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Hancom Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Exro SAS,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Exro SAS,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Brazilian Agr Res Corp Embrapa Agr Digital,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Brazilian Agricultural Research Corp Embrapa Agricultural Digital,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Brazilian Agr Res Corp Embrapa Cerrados,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Brazilian Agricultural Research Corp Embrapa Cerrados,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Brazilian Agr Res Corp Embrapa Meio Ambiente,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Brazilian Agricultural Research Corp Embrapa Meio Ambiente,Padrão de empresa privada ou centro de P&D corporativo.,Alta
TRAIL Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,TRAIL Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hellen Telecommun Org OTE SA,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Hellen Telecommun Org OTE SA,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dept Hlth & Aged Care,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Health & Aged Care,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Strateq Grp Co,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Strateq Grp Co,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Balearic Isl Hlth Res Inst IdISBa,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Balearic Isl Health Research Institute IdISBa,Não cadastrar como instituição de ensino principal.,Alta
Beijing Key Lab Logist Syst & Technol,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Beijing Key Lab Logist Syst & Technology,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Agr Livestock Fisheries & Cooperat,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural Livestock Fisheries & Cooperat,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Syst Res Inst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Syst Research Institute,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dept Hist Uzbekistan,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Hist Uzbekistan,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Harvard Pilgrim Hlth Care Inst,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Harvard Pilgrim Health Care Institute,Não cadastrar como instituição de ensino principal.,Alta
RHM Technol Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,RHM Technology Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
BRALN Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BRALN Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Siterwell Elect Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Siterwell Elect Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Soonapse Srl SME,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Soonapse Srl SME,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Natl Hlth Syst Resource Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,National Health Syst Resource Center,Não cadastrar como instituição de ensino principal.,Alta
Romanian Space Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Romanian Space Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
STS Sugar Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,STS Sugar Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Sipcam Crop Sci Wuxi Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Sipcam Crop Science Wuxi Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Govt Sadiq Coll Women Univ,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt Sadiq College Women University,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
BigVison Med Technol Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BigVison Med Technology Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Shibei Hosp Jingan Dist Shanghai,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Shibei Hospital Jingan Dist Shanghai,Não cadastrar como instituição de ensino principal.,Alta
Bayer Vital GMBH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Bayer Vital GMBH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
INDAM GNCS Res Grp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,INDAM GNCS Research Grp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Ecodevelopment SA,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Ecodevelopment SA,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Fifth Hosp Wuhan,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Fifth Hospital Wuhan,Não cadastrar como instituição de ensino principal.,Alta
Imperial Coll Healthcare NHS Trust,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Imperial College Healthcare NHS Trust,Não cadastrar como instituição de ensino principal.,Alta
Minist Agr & Rural Affairs China,mover_para_organizacoes,organizacoes,Órgão público / ministério,Ministry of Agriculture and Rural Affairs of the People's Republic of China,Variação do ministério chinês.,Alta
Farmlab Pty Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Farmlab Pty Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hosp Santa Creu & Sant Pau,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Hospital Santa Creu & Sant Pau,Não cadastrar como instituição de ensino principal.,Alta
Fdn Hosp Jove,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Fdn Hospital Jove,Não cadastrar como instituição de ensino principal.,Alta
West Virginia Dept Agr,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,West Virginia Department Agricultural,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
RJB Computat Modeling LLC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,RJB Computat Modeling LLC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Univ North Texas Syst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,University North Texas Syst,Padrão de empresa privada ou centro de P&D corporativo.,Alta
FarmB Digital Agr SA,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,FarmB Digital Agricultural SA,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Environm & Tourism,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Environment & Tourism,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Muddy Machines Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Muddy Machines Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Ensoag LLC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Ensoag LLC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Chengdu Res Inst Huawei Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Chengdu Research Institute Huawei Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Breeding & Reprod Minist Educ,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Breeding & Reprod Ministry Educ,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Minist Agr & Nat Resources,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural & Nat Resources,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Natl Agcy Sci & Engn Infrastruct,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,National Agency Science & Engineering Infrastruct,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Nanjing Hundun Informat Technol CO Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Nanjing Hundun Informat Technology CO Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
State Grid Hunan Elect Power Co Ltd Res Inst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,State Grid Hunan Elect Power Co Ltd Research Institute,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Syngenta AG,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Syngenta AG,Padrão de empresa privada ou centro de P&D corporativo.,Alta
AgAutomate Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,AgAutomate Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Webster Vienna Private Univ,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Webster Vienna Private University,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Higher Educ & Sci Res,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Higher Educ & Science Research,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Sinarmas Forestry Corp Res & Dev,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Sinarmas Forestry Corp Research & Dev,Padrão de empresa privada ou centro de P&D corporativo.,Alta
