valor_original,ocorrencias,categoria,acao_recomendada,country_name_sugerido,state_sigla_sugerido,state_name_sugerido,postal_code_sugerido,observacao
NY 10471 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10471,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27710 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27710,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 37830 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,37830,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 90007 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,90007,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27412 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27412,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 92182 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,92182,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 08544 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,08544,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33805 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33805,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DE 19716 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DE,Delaware,19716,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27411 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27411,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 45221 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,45221,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ID 83844 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ID,Idaho,83844,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 37831 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,37831,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ME 04469 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ME,Maine,04469,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33431 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33431,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MT 59717 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MT,Montana,59717,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20814 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20814,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MS 38776 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MS,Mississippi,38776,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33620 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33620,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21205 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21205,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 90024 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,90024,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ND 58105 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ND,North Dakota,58105,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10027 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10027,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80309 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80309,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ID 83415 USA,4,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ID,Idaho,83415,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IN 46556 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IN,Indiana,46556,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60607 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60607,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32224 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32224,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WY 82071 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WY,Wyoming,82071,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
UT 84112 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,UT,Utah,84112,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 92866 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,92866,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21201 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21201,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 54449 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,54449,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27599 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27599,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DC 20036 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DC,District of Columbia,20036,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10801 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10801,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02210 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02210,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 99163 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,99163,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93407 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93407,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76207 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76207,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 24060 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,24060,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 28403 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,28403,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 78249 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,78249,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 11201 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,11201,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60611 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60611,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 31008 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,31008,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 38152 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,38152,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 45384 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,45384,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32603 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32603,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97232 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97232,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 14623 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,14623,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 48309 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,48309,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 91109 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,91109,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27606 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27606,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SD 57701 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SD,South Dakota,57701,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77204 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77204,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 31030 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,31030,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IN 47906 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IN,Indiana,47906,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98109 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98109,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80521 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80521,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DE 19720 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DE,Delaware,19720,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ND 58501 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ND,North Dakota,58501,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27708 USA,3,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27708,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
