nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
North Dakota State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,North Dakota State University,North Dakota State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sun Yat Sen Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sun Yat Sen University,Sun Yat Sen Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sichuan Agr Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sichuan Agricultural University,Sichuan Agr Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Chandigarh Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Chandigarh University,Chandigarh Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
United Arab Emirates Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,United Arab Emirates University,United Arab Emirates Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Northeastern Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Northeastern University,Northeastern Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Western Australia,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Western Australia,Univ Western Australia,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Arizona,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Arizona,Univ Arizona,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Tech Univ Munich,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Technology University Munich,Tech Univ Munich,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Rwanda,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Rwanda,Univ Rwanda,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ British Columbia,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University British Columbia,Univ British Columbia,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
RMIT Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,RMIT University,RMIT Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Pisa,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Pisa,Univ Pisa,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Bologna,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Bologna,Univ Bologna,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sapienza Univ Rome,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sapienza University Rome,Sapienza Univ Rome,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Tech Univ Athens,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National Technology University Athens,Natl Tech Univ Athens,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Zhejiang A&F Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Zhejiang A&F University,Zhejiang A&F Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Adelaide,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Adelaide,Univ Adelaide,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Louisiana State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Louisiana State University,Louisiana State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Novi Sad,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Novi Sad,Univ Novi Sad,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Cent South Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Cent South University,Cent South Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Porto,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Porto,Univ Porto,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Fed Lavras,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Federal Lavras,Univ Fed Lavras,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Qingdao Agr Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Qingdao Agricultural University,Qingdao Agr Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ankara Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ankara University,Ankara Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sunchon Natl Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sunchon National University,Sunchon Natl Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Thessaly,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Thessaly,Univ Thessaly,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Henan Agr Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Henan Agricultural University,Henan Agr Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Sains Malaysia,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Sains Malaysia,Univ Sains Malaysia,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Jilin Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jilin University,Jilin Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Politecn Madrid,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Politécnica Madrid,Univ Politecn Madrid,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Leicester,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Leicester,Univ Leicester,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Huazhong Univ Sci & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Huazhong University Science & Technology,Huazhong Univ Sci & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Charles Sturt Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Charles Sturt University,Charles Sturt Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Multimedia Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Multimedia University,Multimedia Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Cape Town,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Cape Town,Univ Cape Town,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Northeast Agr Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Northeast Agricultural University,Northeast Agr Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Beijing Normal Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Beijing Normal University,Beijing Normal Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Fed Santa Maria,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Federal Santa Maria,Univ Fed Santa Maria,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Istanbul Tech Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Istanbul Technology University,Istanbul Tech Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ KwaZulu Natal,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University KwaZulu Natal,Univ KwaZulu Natal,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Agr Sci,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Agricultural Science,Univ Agr Sci,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Mohaghegh Ardabili,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Mohaghegh Ardabili,Univ Mohaghegh Ardabili,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Coimbra,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Coimbra,Univ Coimbra,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Manipal Univ Jaipur,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Manipal University Jaipur,Manipal Univ Jaipur,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Politecn Torino,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Politécnica Torino,Politecn Torino,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Cukurova Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Cukurova University,Cukurova Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Debrecen,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Debrecen,Univ Debrecen,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
